18.07.2023 05:48:27: Voltage:4,92;MaxVoltage:4,92;MinVoltage:4,92;Ampere:14,32;MaxAmpere:14,32;MinAmpere:14,32;Temperature:5,79;MaxTemperature:5,79;MinTemperature:5,79
18.07.2023 05:48:56: Voltage:2,3;MaxVoltage:9,91;MinVoltage:2,23;Ampere:5,08;MaxAmpere:26,13;MinAmpere:4,96;Temperature:1,67;MaxTemperature:9,91;MinTemperature:1,61
18.07.2023 05:48:58: Voltage:1,33;MaxVoltage:9,91;MinVoltage:1,25;Ampere:2,75;MaxAmpere:26,13;MinAmpere:2,75;Temperature:0,81;MaxTemperature:9,91;MinTemperature:0,76
18.07.2023 05:49:00: Voltage:0,64;MaxVoltage:9,91;MinVoltage:0,62;Ampere:0,95;MaxAmpere:26,13;MinAmpere:0,95;Temperature:0,22;MaxTemperature:9,91;MinTemperature:0,22
18.07.2023 05:49:02: Voltage:0,15;MaxVoltage:9,91;MinVoltage:0,15;Ampere:0,49;MaxAmpere:26,13;MinAmpere:0,35;Temperature:0,21;MaxTemperature:9,91;MinTemperature:0,08
18.07.2023 05:49:04: Voltage:0,2;MaxVoltage:9,91;MinVoltage:0,08;Ampere:0,68;MaxAmpere:26,13;MinAmpere:0,21;Temperature:0,36;MaxTemperature:9,91;MinTemperature:0,08
18.07.2023 05:49:06: Voltage:0,42;MaxVoltage:9,91;MinVoltage:0,08;Ampere:1,8;MaxAmpere:26,13;MinAmpere:0,21;Temperature:0,89;MaxTemperature:9,91;MinTemperature:0,08
18.07.2023 05:49:08: Voltage:1,07;MaxVoltage:9,91;MinVoltage:0,08;Ampere:3,66;MaxAmpere:26,13;MinAmpere:0,21;Temperature:1,79;MaxTemperature:9,91;MinTemperature:0,08
18.07.2023 05:49:10: Voltage:2,04;MaxVoltage:9,91;MinVoltage:0,08;Ampere:6,47;MaxAmpere:26,13;MinAmpere:0,21;Temperature:2,75;MaxTemperature:9,91;MinTemperature:0,08
18.07.2023 05:49:12: Voltage:3,12;MaxVoltage:9,91;MinVoltage:0,08;Ampere:9,66;MaxAmpere:26,13;MinAmpere:0,21;Temperature:4,06;MaxTemperature:9,91;MinTemperature:0,08
18.07.2023 05:49:14: Voltage:4,47;MaxVoltage:9,91;MinVoltage:0,08;Ampere:12,97;MaxAmpere:26,13;MinAmpere:0,21;Temperature:5,22;MaxTemperature:9,91;MinTemperature:0,08
18.07.2023 05:49:16: Voltage:5,81;MaxVoltage:9,91;MinVoltage:0,08;Ampere:16,27;MaxAmpere:26,13;MinAmpere:0,21;Temperature:6,61;MaxTemperature:9,91;MinTemperature:0,08
18.07.2023 05:49:18: Voltage:7,04;MaxVoltage:9,91;MinVoltage:0,08;Ampere:19,37;MaxAmpere:26,13;MinAmpere:0,21;Temperature:7,8;MaxTemperature:9,91;MinTemperature:0,08
18.07.2023 05:49:20: Voltage:8,1;MaxVoltage:9,91;MinVoltage:0,08;Ampere:22,07;MaxAmpere:26,13;MinAmpere:0,21;Temperature:8,74;MaxTemperature:9,91;MinTemperature:0,08
18.07.2023 05:49:22: Voltage:8,92;MaxVoltage:9,91;MinVoltage:0,08;Ampere:24,44;MaxAmpere:26,13;MinAmpere:0,21;Temperature:9,44;MaxTemperature:9,91;MinTemperature:0,08
18.07.2023 05:49:24: Voltage:9,61;MaxVoltage:9,91;MinVoltage:0,08;Ampere:25,47;MaxAmpere:26,13;MinAmpere:0,21;Temperature:9,77;MaxTemperature:9,91;MinTemperature:0,08
18.07.2023 05:49:26: Voltage:9,84;MaxVoltage:9,91;MinVoltage:0,08;Ampere:25,94;MaxAmpere:26,13;MinAmpere:0,21;Temperature:9,86;MaxTemperature:9,91;MinTemperature:0,08
18.07.2023 05:49:28: Voltage:9,75;MaxVoltage:9,92;MinVoltage:0,08;Ampere:25,54;MaxAmpere:26,13;MinAmpere:0,21;Temperature:9,54;MaxTemperature:9,91;MinTemperature:0,08
18.07.2023 05:49:30: Voltage:9,29;MaxVoltage:9,92;MinVoltage:0,08;Ampere:23,99;MaxAmpere:26,13;MinAmpere:0,21;Temperature:8,87;MaxTemperature:9,91;MinTemperature:0,08
18.07.2023 05:49:32: Voltage:8,58;MaxVoltage:9,92;MinVoltage:0,08;Ampere:21,86;MaxAmpere:26,13;MinAmpere:0,21;Temperature:7,92;MaxTemperature:9,91;MinTemperature:0,08
18.07.2023 05:49:34: Voltage:7,61;MaxVoltage:9,92;MinVoltage:0,08;Ampere:19,03;MaxAmpere:26,13;MinAmpere:0,21;Temperature:6,79;MaxTemperature:9,91;MinTemperature:0,08
18.07.2023 05:49:36: Voltage:6,44;MaxVoltage:9,92;MinVoltage:0,08;Ampere:15,93;MaxAmpere:26,13;MinAmpere:0,21;Temperature:5,59;MaxTemperature:9,91;MinTemperature:0,08
18.07.2023 05:49:38: Voltage:5,14;MaxVoltage:9,92;MinVoltage:0,08;Ampere:12,35;MaxAmpere:26,13;MinAmpere:0,21;Temperature:4,28;MaxTemperature:9,91;MinTemperature:0,08
18.07.2023 05:49:40: Voltage:3,83;MaxVoltage:9,92;MinVoltage:0,08;Ampere:9,13;MaxAmpere:26,13;MinAmpere:0,21;Temperature:3,05;MaxTemperature:9,91;MinTemperature:0,08
18.07.2023 05:49:42: Voltage:2,59;MaxVoltage:9,92;MinVoltage:0,08;Ampere:6,12;MaxAmpere:26,13;MinAmpere:0,21;Temperature:1,87;MaxTemperature:9,91;MinTemperature:0,08
18.07.2023 05:49:44: Voltage:1,53;MaxVoltage:9,92;MinVoltage:0,08;Ampere:3,33;MaxAmpere:26,13;MinAmpere:0,21;Temperature:1,09;MaxTemperature:9,91;MinTemperature:0,08
18.07.2023 05:49:46: Voltage:0,84;MaxVoltage:9,92;MinVoltage:0,08;Ampere:1,55;MaxAmpere:26,13;MinAmpere:0,21;Temperature:0,49;MaxTemperature:9,91;MinTemperature:0,08
18.07.2023 05:49:48: Voltage:0,23;MaxVoltage:9,92;MinVoltage:0,08;Ampere:0,4;MaxAmpere:26,13;MinAmpere:0,21;Temperature:0,09;MaxTemperature:9,91;MinTemperature:0,08
18.07.2023 05:49:50: Voltage:0,21;MaxVoltage:9,92;MinVoltage:0,08;Ampere:0,27;MaxAmpere:26,13;MinAmpere:0,19;Temperature:0,18;MaxTemperature:9,91;MinTemperature:0,08
18.07.2023 05:49:52: Voltage:0,36;MaxVoltage:9,92;MinVoltage:0,08;Ampere:1,25;MaxAmpere:26,13;MinAmpere:0,19;Temperature:0,67;MaxTemperature:9,91;MinTemperature:0,08
18.07.2023 05:49:54: Voltage:0,82;MaxVoltage:9,92;MinVoltage:0,08;Ampere:3,09;MaxAmpere:26,13;MinAmpere:0,19;Temperature:1,35;MaxTemperature:9,91;MinTemperature:0,08
18.07.2023 05:49:56: Voltage:1,76;MaxVoltage:9,92;MinVoltage:0,08;Ampere:5,48;MaxAmpere:26,13;MinAmpere:0,19;Temperature:2,42;MaxTemperature:9,91;MinTemperature:0,08
18.07.2023 05:49:58: Voltage:2,77;MaxVoltage:9,92;MinVoltage:0,08;Ampere:8,29;MaxAmpere:26,13;MinAmpere:0,19;Temperature:3,48;MaxTemperature:9,91;MinTemperature:0,08
18.07.2023 05:50:01: Voltage:4,05;MaxVoltage:9,92;MinVoltage:0,08;Ampere:11,51;MaxAmpere:26,13;MinAmpere:0,19;Temperature:4,9;MaxTemperature:9,91;MinTemperature:0,08
18.07.2023 05:50:03: Voltage:5,25;MaxVoltage:9,92;MinVoltage:0,08;Ampere:15,13;MaxAmpere:26,13;MinAmpere:0,19;Temperature:6,1;MaxTemperature:9,91;MinTemperature:0,08
18.07.2023 05:50:05: Voltage:6,54;MaxVoltage:9,92;MinVoltage:0,08;Ampere:18,3;MaxAmpere:26,13;MinAmpere:0,19;Temperature:7,29;MaxTemperature:9,91;MinTe18.07.2023 07:37:44: 
18.07.2023 07:37:46: Voltage:0;MaxVoltage:0,02;MinVoltage:0;Ampere:0;MaxAmpere:0,03;MinAmpere:0;Temperature:0,01;MaxTemperature:0,01;MinTemperature:0
18.07.2023 07:37:48: Voltage:0,01;MaxVoltage:0,02;MinVoltage:0;Ampere:0;MaxAmpere:0,03;MinAmpere:0;Temperature:0,01;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:37:50: Voltage:0,01;MaxVoltage:0,02;MinVoltage:0;Ampere:0;MaxAmpere:0,03;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:37:52: Voltage:0,01;MaxVoltage:0,02;MinVoltage:0;Ampere:0;MaxAmpere:0,03;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:37:54: Voltage:0;MaxVoltage:0,02;MinVoltage:0;Ampere:0,01;MaxAmpere:0,04;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:37:56: Voltage:0;MaxVoltage:0,02;MinVoltage:0;Ampere:0,01;MaxAmpere:0,04;MinAmpere:0;Temperature:0,02;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:37:58: Voltage:0;MaxVoltage:0,02;MinVoltage:0;Ampere:0,03;MaxAmpere:0,04;MinAmpere:0;Temperature:0,02;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:38:00: Voltage:0,01;MaxVoltage:0,02;MinVoltage:0;Ampere:0;MaxAmpere:0,04;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:38:02: Voltage:0,01;MaxVoltage:0,02;MinVoltage:0;Ampere:0,01;MaxAmpere:0,04;MinAmpere:0;Temperature:0,01;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:38:04: Voltage:0;MaxVoltage:1,98;MinVoltage:0;Ampere:0,01;MaxAmpere:0,04;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:38:06: Voltage:0,01;MaxVoltage:1,98;MinVoltage:0;Ampere:0;MaxAmpere:0,04;MinAmpere:0;Temperature:0,01;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:38:08: Voltage:0;MaxVoltage:1,98;MinVoltage:0;Ampere:0,01;MaxAmpere:0,04;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:38:10: Voltage:0,01;MaxVoltage:1,98;MinVoltage:0;Ampere:0,01;MaxAmpere:0,04;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:38:12: Voltage:0;MaxVoltage:1,98;MinVoltage:0;Ampere:0,03;MaxAmpere:0,04;MinAmpere:0;Temperature:0,01;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:38:14: Voltage:0;MaxVoltage:1,98;MinVoltage:0;Ampere:0,01;MaxAmpere:0,04;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:38:16: Voltage:0;MaxVoltage:1,98;MinVoltage:0;Ampere:0;MaxAmpere:0,04;MinAmpere:0;Temperature:0,01;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:38:18: Voltage:0;MaxVoltage:1,98;MinVoltage:0;Ampere:0;MaxAmpere:0,04;MinAmpere:0;Temperature:0,01;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:38:20: Voltage:0;MaxVoltage:1,98;MinVoltage:0;Ampere:0;MaxAmpere:0,04;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:38:22: Voltage:0,02;MaxVoltage:1,98;MinVoltage:0;Ampere:0;MaxAmpere:0,04;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:38:24: Voltage:0,01;MaxVoltage:1,98;MinVoltage:0;Ampere:0;MaxAmpere:0,04;MinAmpere:0;Temperature:0,01;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:38:26: Voltage:0;MaxVoltage:1,98;MinVoltage:0;Ampere:0;MaxAmpere:0,04;MinAmpere:0;Temperature:0,01;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:38:28: Voltage:0,01;MaxVoltage:1,98;MinVoltage:0;Ampere:0;MaxAmpere:0,04;MinAmpere:0;Temperature:0,01;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:38:30: Voltage:0,01;MaxVoltage:1,98;MinVoltage:0;Ampere:0;MaxAmpere:0,04;MinAmpere:0;Temperature:0,01;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:38:33: Voltage:0;MaxVoltage:1,98;MinVoltage:0;Ampere:0;MaxAmpere:0,04;MinAmpere:0;Temperature:0,01;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:38:35: Voltage:0,02;MaxVoltage:1,98;MinVoltage:0;Ampere:0;MaxAmpere:0,04;MinAmpere:0;Temperature:0,01;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:38:37: Voltage:0;MaxVoltage:1,98;MinVoltage:0;Ampere:0,03;MaxAmpere:0,04;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:38:39: Voltage:0,01;MaxVoltage:1,98;MinVoltage:0;Ampere:0,03;MaxAmpere:0,04;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:38:41: Voltage:0,01;MaxVoltage:1,98;MinVoltage:0;Ampere:0,03;MaxAmpere:0,04;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:38:43: Voltage:0;MaxVoltage:1,98;MinVoltage:0;Ampere:0;MaxAmpere:0,04;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:38:45: Voltage:0,01;MaxVoltage:1,98;MinVoltage:0;Ampere:0;MaxAmpere:0,04;MinAmpere:0;Temperature:0,01;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:38:47: Voltage:0;MaxVoltage:1,98;MinVoltage:0;Ampere:0;MaxAmpere:0,04;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:38:49: Voltage:0,01;MaxVoltage:1,98;MinVoltage:0;Ampere:0,03;MaxAmpere:0,04;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:38:51: Voltage:0,01;MaxVoltage:1,98;MinVoltage:0;Ampere:0,04;MaxAmpere:0,04;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:38:53: Voltage:0;MaxVoltage:1,98;MinVoltage:0;Ampere:0,03;MaxAmpere:0,04;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:38:55: Voltage:0,01;MaxVoltage:1,98;MinVoltage:0;Ampere:0,01;MaxAmpere:0,04;MinAmpere:0;Temperature:0,01;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:38:57: Voltage:0,01;MaxVoltage:1,98;MinVoltage:0;Ampere:0;MaxAmpere:0,04;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:38:59: Voltage:0,01;MaxVoltage:1,98;MinVoltage:0;Ampere:0;MaxAmpere:0,04;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:39:01: Voltage:0;MaxVoltage:1,98;MinVoltage:0;Ampere:0,03;MaxAmpere:0,04;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:39:03: Voltage:0,01;MaxVoltage:1,98;MinVoltage:0;Ampere:0,03;MaxAmpere:0,04;MinAmpere:0;Temperature:0,01;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:39:05: Voltage:0,01;MaxVoltage:1,98;MinVoltage:0;Ampere:0;MaxAmpere:0,04;MinAmpere:0;Temperature:0,01;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:39:07: Voltage:0;MaxVoltage:1,98;MinVoltage:0;Ampere:0;MaxAmpere:0,04;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:39:09: Voltage:0,01;MaxVoltage:1,98;MinVoltage:0;Ampere:0,01;MaxAmpere:0,04;MinAmpere:0;Temperature:0,01;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:39:11: Voltage:0;MaxVoltage:1,98;MinVoltage:0;Ampere:0,01;MaxAmpere:0,04;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:39:13: Voltage:0,01;MaxVoltage:1,98;MinVoltage:0;Ampere:0;MaxAmpere:0,04;MinAmpere:0;Temperature:0,01;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:39:15: Voltage:0,01;MaxVoltage:1,98;MinVoltage:0;Ampere:0,04;MaxAmpere:0,04;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:39:17: Voltage:0;MaxVoltage:1,98;MinVoltage:0;Ampere:0,01;MaxAmpere:0,04;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:39:19: Voltage:0,02;MaxVoltage:1,98;MinVoltage:0;Ampere:0,01;MaxAmpere:0,04;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:39:21: Voltage:0;MaxVoltage:1,98;MinVoltage:0;Ampere:0,03;MaxAmpere:0,04;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:39:23: Voltage:0,01;MaxVoltage:1,98;MinVoltage:0;Ampere:0,03;MaxAmpere:0,04;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:39:25: Voltage:0;MaxVoltage:1,98;MinVoltage:0;Ampere:0;MaxAmpere:0,04;MinAmpere:0;Temperature:0,01;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:39:27: Voltage:0;MaxVoltage:1,98;MinVoltage:0;Ampere:0,01;MaxAmpere:0,05;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:39:29: Voltage:0;MaxVoltage:1,98;MinVoltage:0;Ampere:0,03;MaxAmpere:0,05;MinAmpere:0;Temperature:0,01;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:39:31: Voltage:0;MaxVoltage:1,98;MinVoltage:0;Ampere:0,01;MaxAmpere:0,05;MinAmpere:0;Temperature:0,01;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:39:33: Voltage:0,01;MaxVoltage:1,98;MinVoltage:0;Ampere:0,03;MaxAmpere:0,05;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:39:35: Voltage:0;MaxVoltage:1,98;MinVoltage:0;Ampere:0,03;MaxAmpere:0,05;MinAmpere:0;Temperature:0,01;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:39:37: Voltage:0,01;MaxVoltage:1,98;MinVoltage:0;Ampere:0;MaxAmpere:0,05;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:39:39: Voltage:0;MaxVoltage:1,98;MinVoltage:0;Ampere:0,01;MaxAmpere:0,05;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:39:41: Voltage:0,01;MaxVoltage:1,98;MinVoltage:0;Ampere:0;MaxAmpere:0,05;MinAmpere:0;Temperature:0,01;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:39:43: Voltage:0;MaxVoltage:1,98;MinVoltage:0;Ampere:0,03;MaxAmpere:0,05;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:39:45: Voltage:0,01;MaxVoltage:1,98;MinVoltage:0;Ampere:0,01;MaxAmpere:0,05;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:39:47: Voltage:0;MaxVoltage:1,98;MinVoltage:0;Ampere:0;MaxAmpere:0,05;MinAmpere:0;Temperature:0,01;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:39:49: Voltage:0;MaxVoltage:1,98;MinVoltage:0;Ampere:0,03;MaxAmpere:0,05;MinAmpere:0;Temperature:0,01;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:39:51: Voltage:0,01;MaxVoltage:1,98;MinVoltage:0;Ampere:0,01;MaxAmpere:0,05;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:39:53: Voltage:0;MaxVoltage:1,98;MinVoltage:0;Ampere:0;MaxAmpere:0,05;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:39:55: Voltage:0,01;MaxVoltage:1,98;MinVoltage:0;Ampere:0,03;MaxAmpere:0,05;MinAmpere:0;Temperature:0,01;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:39:57: Voltage:0;MaxVoltage:1,98;MinVoltage:0;Ampere:0;MaxAmpere:0,05;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:39:59: Voltage:0;MaxVoltage:1,98;MinVoltage:0;Ampere:0;MaxAmpere:0,05;MinAmpere:0;Temperature:0,01;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:40:01: Voltage:0,01;MaxVoltage:1,98;MinVoltage:0;Ampere:0;MaxAmpere:0,05;MinAmpere:0;Temperature:0,01;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:40:03: Voltage:0,01;MaxVoltage:1,98;MinVoltage:0;Ampere:0,01;MaxAmpere:0,05;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:40:05: Voltage:0,01;MaxVoltage:1,98;MinVoltage:0;Ampere:0,01;MaxAmpere:0,05;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:40:07: Voltage:0,01;MaxVoltage:1,98;MinVoltage:0;Ampere:0;MaxAmpere:0,05;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:40:09: Voltage:0,01;MaxVoltage:1,98;MinVoltage:0;Ampere:0,03;MaxAmpere:0,05;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:40:11: Voltage:0,01;MaxVoltage:1,98;MinVoltage:0;Ampere:0,01;MaxAmpere:0,05;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:40:13: Voltage:0;MaxVoltage:1,98;MinVoltage:0;Ampere:0,01;MaxAmpere:0,05;MinAmpere:0;Temperature:0,01;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:40:15: Voltage:0;MaxVoltage:1,98;MinVoltage:0;Ampere:0;MaxAmpere:0,05;MinAmpere:0;Temperature:0,01;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:40:17: Voltage:0;MaxVoltage:1,98;MinVoltage:0;Ampere:0;MaxAmpere:0,05;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:40:19: Voltage:0;MaxVoltage:1,98;MinVoltage:0;Ampere:0,01;MaxAmpere:0,05;MinAmpere:0;Temperature:0,01;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:40:21: Voltage:0,01;MaxVoltage:1,98;MinVoltage:0;Ampere:0;MaxAmpere:0,05;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:40:23: Voltage:0,01;MaxVoltage:1,98;MinVoltage:0;Ampere:0;MaxAmpere:0,05;MinAmpere:0;Temperature:0,01;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:40:25: Voltage:0;MaxVoltage:1,98;MinVoltage:0;Ampere:0,01;MaxAmpere:0,05;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:40:27: Voltage:0;MaxVoltage:1,98;MinVoltage:0;Ampere:0,01;MaxAmpere:0,05;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:40:29: Voltage:0;MaxVoltage:1,98;MinVoltage:0;Ampere:0,03;MaxAmpere:0,05;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:40:31: Voltage:0;MaxVoltage:1,98;MinVoltage:0;Ampere:0,01;MaxAmpere:0,05;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:40:33: Voltage:0,01;MaxVoltage:1,98;MinVoltage:0;Ampere:0,03;MaxAmpere:0,05;MinAmpere:0;Temperature:0,01;MaxTemperature:0,02;MinTemperature:0
18.07.2023 07:40:35: Voltage:0;MaxVoltage:1,98;MinVoltage:0;Ampere:0;MaxAmpere:0,05;MinAmpere:0;Temperature:0,01;MaxTemperature:0,02;MinTemperature:0
