18.07.2023 04:54:56: Voltage:5,45;MaxVoltage:5,46;MinVoltage:4,92;Ampere:15,28;MaxAmpere:15,28;MinAmpere:14,32;Temperature:6,31;MaxTemperature:6,31;MinTemperature:5,79
18.07.2023 05:34:50: Voltage:8,1;MaxVoltage:9,91;MinVoltage:0,07;Ampere:20,34;MaxAmpere:26,18;MinAmpere:0,19;Temperature:7,4;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:34:52: Voltage:7,02;MaxVoltage:9,91;MinVoltage:0,07;Ampere:17,33;MaxAmpere:26,18;MinAmpere:0,19;Temperature:6,17;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:34:54: Voltage:5,72;MaxVoltage:9,91;MinVoltage:0,07;Ampere:14,24;MaxAmpere:26,18;MinAmpere:0,19;Temperature:4,95;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:34:56: Voltage:4,46;MaxVoltage:9,91;MinVoltage:0,07;Ampere:10,8;MaxAmpere:26,18;MinAmpere:0,19;Temperature:3,59;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:34:58: Voltage:3,19;MaxVoltage:9,91;MinVoltage:0,07;Ampere:7,52;MaxAmpere:26,18;MinAmpere:0,19;Temperature:2,41;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:35:00: Voltage:2,13;MaxVoltage:9,91;MinVoltage:0,07;Ampere:4,61;MaxAmpere:26,18;MinAmpere:0,19;Temperature:1,42;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:35:02: Voltage:1,21;MaxVoltage:9,91;MinVoltage:0,07;Ampere:2,4;MaxAmpere:26,18;MinAmpere:0,19;Temperature:0,69;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:35:04: Voltage:0,44;MaxVoltage:9,91;MinVoltage:0,07;Ampere:0,95;MaxAmpere:26,18;MinAmpere:0,19;Temperature:0,19;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:35:06: Voltage:0,13;MaxVoltage:9,91;MinVoltage:0,07;Ampere:0,22;MaxAmpere:26,18;MinAmpere:0,19;Temperature:0,23;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:35:08: Voltage:0,23;MaxVoltage:9,91;MinVoltage:0,07;Ampere:0,86;MaxAmpere:26,18;MinAmpere:0,19;Temperature:0,4;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:35:10: Voltage:0,63;MaxVoltage:9,91;MinVoltage:0,07;Ampere:2,08;MaxAmpere:26,18;MinAmpere:0,19;Temperature:0,96;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:35:12: Voltage:1,21;MaxVoltage:9,91;MinVoltage:0,07;Ampere:3,88;MaxAmpere:26,18;MinAmpere:0,19;Temperature:1,9;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:35:14: Voltage:2,23;MaxVoltage:9,91;MinVoltage:0,07;Ampere:6,79;MaxAmpere:26,18;MinAmpere:0,19;Temperature:2,85;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:35:16: Voltage:3,39;MaxVoltage:9,91;MinVoltage:0,07;Ampere:9,73;MaxAmpere:26,18;MinAmpere:0,19;Temperature:4,11;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:35:18: Voltage:4,55;MaxVoltage:9,91;MinVoltage:0,07;Ampere:13,38;MaxAmpere:26,18;MinAmpere:0,19;Temperature:5,41;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:35:20: Voltage:5,91;MaxVoltage:9,91;MinVoltage:0,07;Ampere:16,68;MaxAmpere:26,18;MinAmpere:0,19;Temperature:6,76;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:35:22: Voltage:7,07;MaxVoltage:9,91;MinVoltage:0,07;Ampere:19,95;MaxAmpere:26,18;MinAmpere:0,19;Temperature:7,86;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:35:24: Voltage:8,26;MaxVoltage:9,91;MinVoltage:0,07;Ampere:22,28;MaxAmpere:26,18;MinAmpere:0,19;Temperature:8,84;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:35:26: Voltage:9,06;MaxVoltage:9,91;MinVoltage:0,07;Ampere:24,67;MaxAmpere:26,18;MinAmpere:0,19;Temperature:9,4;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:35:28: Voltage:9,64;MaxVoltage:9,91;MinVoltage:0,07;Ampere:25,59;MaxAmpere:26,18;MinAmpere:0,19;Temperature:9,85;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:35:30: Voltage:9,87;MaxVoltage:9,91;MinVoltage:0,07;Ampere:26,12;MaxAmpere:26,18;MinAmpere:0,19;Temperature:9,83;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:35:32: Voltage:9,66;MaxVoltage:9,91;MinVoltage:0,07;Ampere:25,42;MaxAmpere:26,18;MinAmpere:0,19;Temperature:9,41;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:35:35: Voltage:9,26;MaxVoltage:9,91;MinVoltage:0,07;Ampere:23,83;MaxAmpere:26,18;MinAmpere:0,19;Temperature:8,72;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:35:37: Voltage:8,42;MaxVoltage:9,91;MinVoltage:0,07;Ampere:21,49;MaxAmpere:26,18;MinAmpere:0,19;Temperature:7,87;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:35:39: Voltage:7,4;MaxVoltage:9,91;MinVoltage:0,07;Ampere:18,73;MaxAmpere:26,18;MinAmpere:0,19;Temperature:6,6;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:35:41: Voltage:6,2;MaxVoltage:9,91;MinVoltage:0,07;Ampere:15,21;MaxAmpere:26,18;MinAmpere:0,19;Temperature:5,46;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:35:43: Voltage:4,9;MaxVoltage:9,91;MinVoltage:0,07;Ampere:12,13;MaxAmpere:26,18;MinAmpere:0,19;Temperature:4,06;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:35:45: Voltage:3,71;MaxVoltage:9,91;MinVoltage:0,07;Ampere:8,69;MaxAmpere:26,18;MinAmpere:0,19;Temperature:2,88;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:35:47: Voltage:2,53;MaxVoltage:9,91;MinVoltage:0,07;Ampere:5,45;MaxAmpere:26,18;MinAmpere:0,19;Temperature:1,82;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:35:49: Voltage:1,39;MaxVoltage:9,91;MinVoltage:0,07;Ampere:2,96;MaxAmpere:26,18;MinAmpere:0,19;Temperature:1,01;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:35:51: Voltage:0,74;MaxVoltage:9,91;MinVoltage:0,07;Ampere:1,5;MaxAmpere:26,18;MinAmpere:0,19;Temperature:0,34;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:35:53: Voltage:0,24;MaxVoltage:9,91;MinVoltage:0,07;Ampere:0,4;MaxAmpere:26,18;MinAmpere:0,19;Temperature:0,1;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:35:55: Voltage:0,08;MaxVoltage:9,91;MinVoltage:0,07;Ampere:0,63;MaxAmpere:26,18;MinAmpere:0,19;Temperature:0,26;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:35:57: Voltage:0,42;MaxVoltage:9,91;MinVoltage:0,07;Ampere:1,44;MaxAmpere:26,18;MinAmpere:0,19;Temperature:0,78;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:35:59: Voltage:0,94;MaxVoltage:9,91;MinVoltage:0,07;Ampere:3,35;MaxAmpere:26,18;MinAmpere:0,19;Temperature:1,47;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:36:01: Voltage:1,89;MaxVoltage:9,91;MinVoltage:0,07;Ampere:5,58;MaxAmpere:26,18;MinAmpere:0,19;Temperature:2,46;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:36:03: Voltage:2,89;MaxVoltage:9,91;MinVoltage:0,07;Ampere:8,96;MaxAmpere:26,18;MinAmpere:0,19;Temperature:3,71;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:36:05: Voltage:4,22;MaxVoltage:9,91;MinVoltage:0,07;Ampere:12,21;MaxAmpere:26,18;MinAmpere:0,19;Temperature:5,11;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:36:07: Voltage:5,53;MaxVoltage:9,91;MinVoltage:0,07;Ampere:15,56;MaxAmpere:26,18;MinAmpere:0,19;Temperature:6,39;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:36:09: Voltage:6,85;MaxVoltage:9,91;MinVoltage:0,07;Ampere:18,87;MaxAmpere:26,18;MinAmpere:0,19;Temperature:7,47;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:36:11: Voltage:7,86;MaxVoltage:9,91;MinVoltage:0,07;Ampere:21,66;MaxAmpere:26,18;MinAmpere:0,19;Temperature:8,58;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:36:13: Voltage:8,79;MaxVoltage:9,91;MinVoltage:0,07;Ampere:23,91;MaxAmpere:26,18;MinAmpere:0,19;Temperature:9,34;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:36:15: Voltage:9,48;MaxVoltage:9,91;MinVoltage:0,07;Ampere:25,6;MaxAmpere:26,18;MinAmpere:0,19;Temperature:9,69;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:36:17: Voltage:9,88;MaxVoltage:9,91;MinVoltage:0,07;Ampere:26,06;MaxAmpere:26,18;MinAmpere:0,19;Temperature:9,8;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:36:19: Voltage:9,77;MaxVoltage:9,91;MinVoltage:0,07;Ampere:25,5;MaxAmpere:26,18;MinAmpere:0,19;Temperature:9,52;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:36:21: Voltage:9,39;MaxVoltage:9,91;MinVoltage:0,07;Ampere:24,56;MaxAmpere:26,18;MinAmpere:0,19;Temperature:9;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:36:23: Voltage:8,79;MaxVoltage:9,91;MinVoltage:0,07;Ampere:22,4;MaxAmpere:26,18;MinAmpere:0,19;Temperature:8,13;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:36:25: Voltage:7,73;MaxVoltage:9,91;MinVoltage:0,07;Ampere:19,4;MaxAmpere:26,18;MinAmpere:0,19;Temperature:7,04;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:36:27: Voltage:6,56;MaxVoltage:9,91;MinVoltage:0,07;Ampere:16,4;MaxAmpere:26,18;MinAmpere:0,19;Temperature:5,86;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:36:29: Voltage:5,26;MaxVoltage:9,91;MinVoltage:0,07;Ampere:13,15;MaxAmpere:26,18;MinAmpere:0,19;Temperature:4,47;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:36:31: Voltage:4,08;MaxVoltage:9,91;MinVoltage:0,07;Ampere:9,36;MaxAmpere:26,18;MinAmpere:0,19;Temperature:3,25;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:36:33: Voltage:2,74;MaxVoltage:9,91;MinVoltage:0,07;Ampere:6,29;MaxAmpere:26,18;MinAmpere:0,19;Temperature:2,09;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:36:35: Voltage:1,77;MaxVoltage:9,91;MinVoltage:0,07;Ampere:3,83;MaxAmpere:26,18;MinAmpere:0,19;Temperature:1,12;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:36:37: Voltage:0,97;MaxVoltage:9,91;MinVoltage:0,07;Ampere:1,74;MaxAmpere:26,18;MinAmpere:0,19;Temperature:0,57;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:36:39: Voltage:0,35;MaxVoltage:9,91;MinVoltage:0,07;Ampere:0,66;MaxAmpere:26,18;MinAmpere:0,19;Temperature:0,21;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:36:41: Voltage:0,15;MaxVoltage:9,91;MinVoltage:0,07;Ampere:0,53;MaxAmpere:26,18;MinAmpere:0,19;Temperature:0,19;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:36:43: Voltage:0,23;MaxVoltage:9,91;MinVoltage:0,07;Ampere:1,17;MaxAmpere:26,18;MinAmpere:0,19;Temperature:0,53;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:36:45: Voltage:0,77;MaxVoltage:9,91;MinVoltage:0,07;Ampere:2,71;MaxAmpere:26,18;MinAmpere:0,19;Temperature:1,2;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:36:47: Voltage:1,54;MaxVoltage:9,91;MinVoltage:0,07;Ampere:5,03;MaxAmpere:26,18;MinAmpere:0,19;Temperature:2,22;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:36:49: Voltage:2,53;MaxVoltage:9,91;MinVoltage:0,07;Ampere:7,82;MaxAmpere:26,18;MinAmpere:0,19;Temperature:3,28;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:36:51: Voltage:3,77;MaxVoltage:9,91;MinVoltage:0,07;Ampere:10,91;MaxAmpere:26,18;MinAmpere:0,19;Temperature:4,66;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:36:53: Voltage:5,1;MaxVoltage:9,91;MinVoltage:0,07;Ampere:14,68;MaxAmpere:26,18;MinAmpere:0,19;Temperature:5,97;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:36:55: Voltage:6,32;MaxVoltage:9,91;MinVoltage:0,07;Ampere:17,83;MaxAmpere:26,18;MinAmpere:0,19;Temperature:7,17;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:36:57: Voltage:7,5;MaxVoltage:9,91;MinVoltage:0,07;Ampere:20,83;MaxAmpere:26,18;MinAmpere:0,19;Temperature:8,26;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:36:59: Voltage:8,52;MaxVoltage:9,91;MinVoltage:0,07;Ampere:23,45;MaxAmpere:26,18;MinAmpere:0,19;Temperature:9,15;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:37:01: Voltage:9,26;MaxVoltage:9,91;MinVoltage:0,07;Ampere:25,21;MaxAmpere:26,18;MinAmpere:0,19;Temperature:9,68;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:37:03: Voltage:9,78;MaxVoltage:9,91;MinVoltage:0,07;Ampere:25,78;MaxAmpere:26,18;MinAmpere:0,19;Temperature:9,91;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:37:05: Voltage:9,91;MaxVoltage:9,92;MinVoltage:0,07;Ampere:25,94;MaxAmpere:26,18;MinAmpere:0,19;Temperature:9,7;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:37:07: Voltage:9,5;MaxVoltage:9,92;MinVoltage:0,07;Ampere:24,85;MaxAmpere:26,18;MinAmpere:0,19;Temperature:9,27;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:37:09: Voltage:8,94;MaxVoltage:9,92;MinVoltage:0,07;Ampere:23,15;MaxAmpere:26,18;MinAmpere:0,19;Temperature:8,45;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:37:12: Voltage:8,06;MaxVoltage:9,92;MinVoltage:0,07;Ampere:20,3;MaxAmpere:26,18;MinAmpere:0,19;Temperature:7,37;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:37:14: Voltage:7,03;MaxVoltage:9,92;MinVoltage:0,07;Ampere:17,31;MaxAmpere:26,18;MinAmpere:0,19;Temperature:6,23;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:37:16: Voltage:5,71;MaxVoltage:9,92;MinVoltage:0,07;Ampere:13,83;MaxAmpere:26,18;MinAmpere:0,19;Temperature:4,95;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:37:18: Voltage:4,42;MaxVoltage:9,92;MinVoltage:0,07;Ampere:10,7;MaxAmpere:26,18;MinAmpere:0,19;Temperature:3,69;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:37:20: Voltage:3,19;MaxVoltage:9,92;MinVoltage:0,07;Ampere:7,4;MaxAmpere:26,18;MinAmpere:0,19;Temperature:2,42;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:37:22: Voltage:1,95;MaxVoltage:9,92;MinVoltage:0,07;Ampere:4,37;MaxAmpere:26,18;MinAmpere:0,19;Temperature:1,47;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:37:24: Voltage:1,06;MaxVoltage:9,92;MinVoltage:0,07;Ampere:2,35;MaxAmpere:26,18;MinAmpere:0,19;Temperature:0,65;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:37:26: Voltage:0,51;MaxVoltage:9,92;MinVoltage:0,07;Ampere:0,8;MaxAmpere:26,18;MinAmpere:0,19;Temperature:0,22;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:37:28: Voltage:0,14;MaxVoltage:9,92;MinVoltage:0,07;Ampere:0,28;MaxAmpere:26,18;MinAmpere:0,19;Temperature:0,21;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:37:30: Voltage:0,24;MaxVoltage:9,92;MinVoltage:0,07;Ampere:0,92;MaxAmpere:26,18;MinAmpere:0,19;Temperature:0,41;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:37:32: Voltage:0,59;MaxVoltage:9,92;MinVoltage:0,07;Ampere:2,1;MaxAmpere:26,18;MinAmpere:0,19;Temperature:0,93;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:37:34: Voltage:1,27;MaxVoltage:9,92;MinVoltage:0,07;Ampere:4,11;MaxAmpere:26,18;MinAmpere:0,19;Temperature:1,82;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:37:36: Voltage:2,31;MaxVoltage:9,92;MinVoltage:0,07;Ampere:6,72;MaxAmpere:26,18;MinAmpere:0,19;Temperature:2,92;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:37:38: Voltage:3,47;MaxVoltage:9,92;MinVoltage:0,07;Ampere:10,17;MaxAmpere:26,18;MinAmpere:0,19;Temperature:4,16;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:37:40: Voltage:4,64;MaxVoltage:9,92;MinVoltage:0,07;Ampere:13,64;MaxAmpere:26,18;MinAmpere:0,19;Temperature:5,47;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:37:42: Voltage:5,89;MaxVoltage:9,92;MinVoltage:0,07;Ampere:16,93;MaxAmpere:26,18;MinAmpere:0,19;Temperature:6,8;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:37:44: Voltage:7,15;MaxVoltage:9,92;MinVoltage:0,07;Ampere:20,03;MaxAmpere:26,18;MinAmpere:0,19;Temperature:7,97;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:37:46: Voltage:8,29;MaxVoltage:9,92;MinVoltage:0,07;Ampere:22,51;MaxAmpere:26,18;MinAmpere:0,19;Temperature:8,91;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:37:48: Voltage:9,11;MaxVoltage:9,92;MinVoltage:0,07;Ampere:24,72;MaxAmpere:26,18;MinAmpere:0,19;Temperature:9,55;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:37:50: Voltage:9,59;MaxVoltage:9,92;MinVoltage:0,07;Ampere:25,55;MaxAmpere:26,18;MinAmpere:0,19;Temperature:9,73;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:37:52: Voltage:9,89;MaxVoltage:9,92;MinVoltage:0,07;Ampere:25,9;MaxAmpere:26,18;MinAmpere:0,19;Temperature:9,8;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:37:54: Voltage:9,69;MaxVoltage:9,92;MinVoltage:0,07;Ampere:25,32;MaxAmpere:26,18;MinAmpere:0,19;Temperature:9,45;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:37:56: Voltage:9,29;MaxVoltage:9,92;MinVoltage:0,07;Ampere:23,82;MaxAmpere:26,18;MinAmpere:0,19;Temperature:8,69;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:37:58: Voltage:8,42;MaxVoltage:9,92;MinVoltage:0,07;Ampere:21,48;MaxAmpere:26,18;MinAmpere:0,19;Temperature:7,82;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:38:00: Voltage:7,39;MaxVoltage:9,92;MinVoltage:0,07;Ampere:18,37;MaxAmpere:26,18;MinAmpere:0,19;Temperature:6,56;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:38:02: Voltage:6,2;MaxVoltage:9,92;MinVoltage:0,07;Ampere:15,15;MaxAmpere:26,18;MinAmpere:0,19;Temperature:5,29;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:38:04: Voltage:4,9;MaxVoltage:9,92;MinVoltage:0,07;Ampere:11,9;MaxAmpere:26,18;MinAmpere:0,19;Temperature:4,03;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:38:06: Voltage:3,66;MaxVoltage:9,92;MinVoltage:0,07;Ampere:8,68;MaxAmpere:26,18;MinAmpere:0,19;Temperature:2,85;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:38:08: Voltage:2,47;MaxVoltage:9,92;MinVoltage:0,07;Ampere:5,36;MaxAmpere:26,18;MinAmpere:0,19;Temperature:1,76;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:38:10: Voltage:1,47;MaxVoltage:9,92;MinVoltage:0,07;Ampere:3,2;MaxAmpere:26,18;MinAmpere:0,19;Temperature:0,95;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:38:12: Voltage:0,72;MaxVoltage:9,92;MinVoltage:0,07;Ampere:1,35;MaxAmpere:26,18;MinAmpere:0,19;Temperature:0,35;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:38:14: Voltage:0,23;MaxVoltage:9,92;MinVoltage:0,07;Ampere:0,58;MaxAmpere:26,18;MinAmpere:0,19;Temperature:0,21;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:38:16: Voltage:0,13;MaxVoltage:9,92;MinVoltage:0,07;Ampere:0,66;MaxAmpere:26,18;MinAmpere:0,19;Temperature:0,29;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:38:18: Voltage:0,45;MaxVoltage:9,92;MinVoltage:0,07;Ampere:1,6;MaxAmpere:26,18;MinAmpere:0,19;Temperature:0,75;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:38:20: Voltage:0,93;MaxVoltage:9,92;MinVoltage:0,07;Ampere:3,25;MaxAmpere:26,18;MinAmpere:0,19;Temperature:1,56;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:38:22: Voltage:1,81;MaxVoltage:9,92;MinVoltage:0,07;Ampere:5,81;MaxAmpere:26,18;MinAmpere:0,19;Temperature:2,57;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:38:24: Voltage:2,89;MaxVoltage:9,92;MinVoltage:0,07;Ampere:9,01;MaxAmpere:26,18;MinAmpere:0,19;Temperature:3,71;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:38:26: Voltage:4,16;MaxVoltage:9,92;MinVoltage:0,07;Ampere:12,04;MaxAmpere:26,18;MinAmpere:0,19;Temperature:5,02;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:38:28: Voltage:5,47;MaxVoltage:9,92;MinVoltage:0,07;Ampere:15,47;MaxAmpere:26,18;MinAmpere:0,19;Temperature:6,26;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:38:30: Voltage:6,77;MaxVoltage:9,92;MinVoltage:0,07;Ampere:18,72;MaxAmpere:26,18;MinAmpere:0,19;Temperature:7,56;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:38:32: Voltage:7,91;MaxVoltage:9,92;MinVoltage:0,07;Ampere:21,53;MaxAmpere:26,18;MinAmpere:0,19;Temperature:8,48;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:38:34: Voltage:8,82;MaxVoltage:9,92;MinVoltage:0,07;Ampere:23,99;MaxAmpere:26,18;MinAmpere:0,19;Temperature:9,33;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:38:36: Voltage:9,45;MaxVoltage:9,92;MinVoltage:0,07;Ampere:25,52;MaxAmpere:26,18;MinAmpere:0,19;Temperature:9,72;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:38:38: Voltage:9,76;MaxVoltage:9,92;MinVoltage:0,07;Ampere:26,16;MaxAmpere:26,18;MinAmpere:0,19;Temperature:9,84;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:38:40: Voltage:9,77;MaxVoltage:9,92;MinVoltage:0,07;Ampere:25,67;MaxAmpere:26,18;MinAmpere:0,19;Temperature:9,57;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:38:42: Voltage:9,36;MaxVoltage:9,92;MinVoltage:0,07;Ampere:24,45;MaxAmpere:26,18;MinAmpere:0,19;Temperature:9;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:38:44: Voltage:8,12;MaxVoltage:9,92;MinVoltage:0,07;Ampere:20,6;MaxAmpere:26,18;MinAmpere:0,19;Temperature:7,52;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:38:46: Voltage:5,69;MaxVoltage:9,92;MinVoltage:0,07;Ampere:13,66;MaxAmpere:26,18;MinAmpere:0,19;Temperature:4,8;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:38:48: Voltage:2,93;MaxVoltage:9,92;MinVoltage:0,07;Ampere:6,47;MaxAmpere:26,18;MinAmpere:0,19;Temperature:2,14;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:38:50: Voltage:1,29;MaxVoltage:9,92;MinVoltage:0,07;Ampere:2,49;MaxAmpere:26,18;MinAmpere:0,19;Temperature:0,73;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:38:52: Voltage:0,53;MaxVoltage:9,92;MinVoltage:0,07;Ampere:1,19;MaxAmpere:26,18;MinAmpere:0,19;Temperature:0,29;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:38:54: Voltage:0,14;MaxVoltage:9,92;MinVoltage:0,07;Ampere:0,44;MaxAmpere:26,18;MinAmpere:0,19;Temperature:0,14;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:38:56: Voltage:0,2;MaxVoltage:9,92;MinVoltage:0,07;Ampere:0,52;MaxAmpere:26,18;MinAmpere:0,19;Temperature:0,33;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:38:58: Voltage:0,56;MaxVoltage:9,92;MinVoltage:0,07;Ampere:1,89;MaxAmpere:26,18;MinAmpere:0,19;Temperature:0,98;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:39:00: Voltage:1,1;MaxVoltage:9,92;MinVoltage:0,07;Ampere:3,65;MaxAmpere:26,18;MinAmpere:0,19;Temperature:1,8;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:39:02: Voltage:2,13;MaxVoltage:9,92;MinVoltage:0,07;Ampere:6,34;MaxAmpere:26,18;MinAmpere:0,19;Temperature:2,82;MaxTemperature:9,92;MinTemperature:0,07
18.07.2023 05:39:05: Voltage:3,24;MaxVoltage:9,92;MinVoltage:0,07;Ampere:9,72;MaxAmpere:26,18;MinAmpere:0,19;Temperature:4,12;MaxTemperature:9,92;MinTemperature:0,07
