17.07.2023 12:45:44: Voltage:5,46;MaxVoltage:5,46;MinVoltage:4,92;Ampere:15,2;MaxAmpere:15,2;MinAmpere:14,32;Temperature:6,29;MaxTemperature:6,29;MinTemperature:5,79
17.07.2023 12:46:46: Voltage:9,02;MaxVoltage:9,9;MinVoltage:0,1;Ampere:23,2;MaxAmpere:26,17;MinAmpere:0,22;Temperature:8,43;MaxTemperature:9,91;MinTemperature:0,09
17.07.2023 12:46:48: Voltage:8,15;MaxVoltage:9,9;MinVoltage:0,1;Ampere:20,41;MaxAmpere:26,17;MinAmpere:0,22;Temperature:7,36;MaxTemperature:9,91;MinTemperature:0,09
17.07.2023 12:46:50: Voltage:7,03;MaxVoltage:9,9;MinVoltage:0,1;Ampere:17,4;MaxAmpere:26,17;MinAmpere:0,22;Temperature:6,23;MaxTemperature:9,91;MinTemperature:0,09
17.07.2023 12:46:52: Voltage:5,73;MaxVoltage:9,9;MinVoltage:0,1;Ampere:14;MaxAmpere:26,17;MinAmpere:0,22;Temperature:4,81;MaxTemperature:9,91;MinTemperature:0,09
17.07.2023 12:46:54: Voltage:4,41;MaxVoltage:9,9;MinVoltage:0,1;Ampere:10,67;MaxAmpere:26,17;MinAmpere:0,22;Temperature:3,56;MaxTemperature:9,91;MinTemperature:0,09
17.07.2023 12:46:56: Voltage:3,11;MaxVoltage:9,9;MinVoltage:0,1;Ampere:7,36;MaxAmpere:26,17;MinAmpere:0,22;Temperature:2,47;MaxTemperature:9,91;MinTemperature:0,09
17.07.2023 12:46:58: Voltage:2,01;MaxVoltage:9,9;MinVoltage:0,1;Ampere:4,41;MaxAmpere:26,17;MinAmpere:0,22;Temperature:1,45;MaxTemperature:9,91;MinTemperature:0,09
17.07.2023 12:47:00: Voltage:1,13;MaxVoltage:9,9;MinVoltage:0,1;Ampere:2,15;MaxAmpere:26,17;MinAmpere:0,22;Temperature:0,71;MaxTemperature:9,91;MinTemperature:0,09
17.07.2023 12:47:03: Voltage:0,51;MaxVoltage:9,9;MinVoltage:0,1;Ampere:0,86;MaxAmpere:26,17;MinAmpere:0,22;Temperature:0,18;MaxTemperature:9,91;MinTemperature:0,09
17.07.2023 12:47:05: Voltage:0,19;MaxVoltage:9,9;MinVoltage:0,1;Ampere:0,46;MaxAmpere:26,17;MinAmpere:0,22;Temperature:0,14;MaxTemperature:9,91;MinTemperature:0,07
17.07.2023 12:47:07: Voltage:0,28;MaxVoltage:9,9;MinVoltage:0,08;Ampere:0,88;MaxAmpere:26,17;MinAmpere:0,22;Temperature:0,44;MaxTemperature:9,91;MinTemperature:0,07
17.07.2023 12:47:09: Voltage:0,6;MaxVoltage:9,9;MinVoltage:0,08;Ampere:2,28;MaxAmpere:26,17;MinAmpere:0,22;Temperature:1,07;MaxTemperature:9,91;MinTemperature:0,07
17.07.2023 12:47:11: Voltage:1,33;MaxVoltage:9,9;MinVoltage:0,08;Ampere:4,43;MaxAmpere:26,17;MinAmpere:0,22;Temperature:1,9;MaxTemperature:9,91;MinTemperature:0,07
17.07.2023 12:47:13: Voltage:2,25;MaxVoltage:9,9;MinVoltage:0,08;Ampere:6,97;MaxAmpere:26,17;MinAmpere:0,22;Temperature:3,07;MaxTemperature:9,91;MinTemperature:0,07
17.07.2023 12:47:15: Voltage:3,44;MaxVoltage:9,9;MinVoltage:0,08;Ampere:10,08;MaxAmpere:26,17;MinAmpere:0,22;Temperature:4,33;MaxTemperature:9,91;MinTemperature:0,07
17.07.2023 12:47:17: Voltage:4,71;MaxVoltage:9,9;MinVoltage:0,08;Ampere:13,66;MaxAmpere:26,17;MinAmpere:0,22;Temperature:5,58;MaxTemperature:9,91;MinTemperature:0,07
17.07.2023 12:47:19: Voltage:6,08;MaxVoltage:9,9;MinVoltage:0,08;Ampere:16,94;MaxAmpere:26,17;MinAmpere:0,22;Temperature:6,87;MaxTemperature:9,91;MinTemperature:0,07
17.07.2023 12:47:21: Voltage:7,29;MaxVoltage:9,9;MinVoltage:0,08;Ampere:20,12;MaxAmpere:26,17;MinAmpere:0,22;Temperature:7,93;MaxTemperature:9,91;MinTemperature:0,07
17.07.2023 12:47:23: Voltage:8,41;MaxVoltage:9,9;MinVoltage:0,08;Ampere:22,89;MaxAmpere:26,17;MinAmpere:0,22;Temperature:8,94;MaxTemperature:9,91;MinTemperature:0,07
17.07.2023 12:47:25: Voltage:9,1;MaxVoltage:9,9;MinVoltage:0,08;Ampere:24,65;MaxAmpere:26,17;MinAmpere:0,22;Temperature:9,51;MaxTemperature:9,91;MinTemperature:0,07
17.07.2023 12:47:27: Voltage:9,65;MaxVoltage:9,9;MinVoltage:0,08;Ampere:25,78;MaxAmpere:26,17;MinAmpere:0,22;Temperature:9,8;MaxTemperature:9,91;MinTemperature:0,07
17.07.2023 12:47:29: Voltage:9,89;MaxVoltage:9,91;MinVoltage:0,08;Ampere:26,09;MaxAmpere:26,17;MinAmpere:0,22;Temperature:9,76;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:47:31: Voltage:9,71;MaxVoltage:9,91;MinVoltage:0,08;Ampere:25,11;MaxAmpere:26,17;MinAmpere:0,22;Temperature:9,31;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:47:33: Voltage:9,13;MaxVoltage:9,91;MinVoltage:0,08;Ampere:23,32;MaxAmpere:26,17;MinAmpere:0,22;Temperature:8,67;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:47:35: Voltage:8,29;MaxVoltage:9,91;MinVoltage:0,08;Ampere:21,15;MaxAmpere:26,17;MinAmpere:0,22;Temperature:7,61;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:47:37: Voltage:7,29;MaxVoltage:9,91;MinVoltage:0,08;Ampere:18,03;MaxAmpere:26,17;MinAmpere:0,22;Temperature:6,53;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:47:39: Voltage:6;MaxVoltage:9,91;MinVoltage:0,08;Ampere:14,63;MaxAmpere:26,17;MinAmpere:0,22;Temperature:5,13;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:47:41: Voltage:4,78;MaxVoltage:9,91;MinVoltage:0,08;Ampere:11,46;MaxAmpere:26,17;MinAmpere:0,22;Temperature:3,84;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:47:43: Voltage:3,42;MaxVoltage:9,91;MinVoltage:0,08;Ampere:8,19;MaxAmpere:26,17;MinAmpere:0,22;Temperature:2,59;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:47:45: Voltage:2,34;MaxVoltage:9,91;MinVoltage:0,08;Ampere:4,95;MaxAmpere:26,17;MinAmpere:0,22;Temperature:1,68;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:47:47: Voltage:1,27;MaxVoltage:9,91;MinVoltage:0,08;Ampere:2,6;MaxAmpere:26,17;MinAmpere:0,22;Temperature:0,8;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:47:49: Voltage:0,65;MaxVoltage:9,91;MinVoltage:0,08;Ampere:1,08;MaxAmpere:26,17;MinAmpere:0,22;Temperature:0,33;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:47:51: Voltage:0,17;MaxVoltage:9,91;MinVoltage:0,08;Ampere:0,36;MaxAmpere:26,17;MinAmpere:0,22;Temperature:0,07;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:47:53: Voltage:0,14;MaxVoltage:9,91;MinVoltage:0,08;Ampere:0,52;MaxAmpere:26,17;MinAmpere:0,22;Temperature:0,29;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:47:55: Voltage:0,54;MaxVoltage:9,91;MinVoltage:0,08;Ampere:1,8;MaxAmpere:26,17;MinAmpere:0,22;Temperature:0,95;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:47:57: Voltage:1,18;MaxVoltage:9,91;MinVoltage:0,08;Ampere:3,85;MaxAmpere:26,17;MinAmpere:0,22;Temperature:1,75;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:47:59: Voltage:2,11;MaxVoltage:9,91;MinVoltage:0,08;Ampere:6,46;MaxAmpere:26,17;MinAmpere:0,22;Temperature:2,82;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:48:01: Voltage:3,2;MaxVoltage:9,91;MinVoltage:0,08;Ampere:9,49;MaxAmpere:26,17;MinAmpere:0,22;Temperature:4;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:48:03: Voltage:4,54;MaxVoltage:9,91;MinVoltage:0,08;Ampere:12,93;MaxAmpere:26,17;MinAmpere:0,22;Temperature:5,3;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:48:05: Voltage:5,78;MaxVoltage:9,91;MinVoltage:0,08;Ampere:16,44;MaxAmpere:26,17;MinAmpere:0,22;Temperature:6,55;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:48:07: Voltage:7,07;MaxVoltage:9,91;MinVoltage:0,08;Ampere:19,62;MaxAmpere:26,17;MinAmpere:0,22;Temperature:7,78;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:48:09: Voltage:8,1;MaxVoltage:9,91;MinVoltage:0,08;Ampere:22,4;MaxAmpere:26,17;MinAmpere:0,22;Temperature:8,72;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:48:11: Voltage:9,06;MaxVoltage:9,91;MinVoltage:0,08;Ampere:24,23;MaxAmpere:26,17;MinAmpere:0,22;Temperature:9,4;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:48:13: Voltage:9,62;MaxVoltage:9,91;MinVoltage:0,08;Ampere:25,74;MaxAmpere:26,17;MinAmpere:0,22;Temperature:9,84;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:48:15: Voltage:9,87;MaxVoltage:9,91;MinVoltage:0,08;Ampere:26,01;MaxAmpere:26,17;MinAmpere:0,22;Temperature:9,74;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:48:17: Voltage:9,81;MaxVoltage:9,91;MinVoltage:0,08;Ampere:25,21;MaxAmpere:26,17;MinAmpere:0,22;Temperature:9,43;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:48:19: Voltage:9,27;MaxVoltage:9,91;MinVoltage:0,08;Ampere:23,9;MaxAmpere:26,17;MinAmpere:0,22;Temperature:8,87;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:48:21: Voltage:8,5;MaxVoltage:9,91;MinVoltage:0,08;Ampere:21,72;MaxAmpere:26,17;MinAmpere:0,22;Temperature:7,84;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:48:23: Voltage:7,51;MaxVoltage:9,91;MinVoltage:0,08;Ampere:18,83;MaxAmpere:26,17;MinAmpere:0,22;Temperature:6,81;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:48:25: Voltage:6,37;MaxVoltage:9,91;MinVoltage:0,08;Ampere:15,52;MaxAmpere:26,17;MinAmpere:0,22;Temperature:5,47;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:48:27: Voltage:5,09;MaxVoltage:9,91;MinVoltage:0,08;Ampere:12,08;MaxAmpere:26,17;MinAmpere:0,22;Temperature:4,15;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:48:29: Voltage:3,77;MaxVoltage:9,91;MinVoltage:0,08;Ampere:8,95;MaxAmpere:26,17;MinAmpere:0,22;Temperature:2,93;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:48:31: Voltage:2,48;MaxVoltage:9,91;MinVoltage:0,08;Ampere:5,87;MaxAmpere:26,17;MinAmpere:0,22;Temperature:1,89;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:48:33: Voltage:1,54;MaxVoltage:9,91;MinVoltage:0,08;Ampere:3,27;MaxAmpere:26,17;MinAmpere:0,22;Temperature:0,93;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:48:35: Voltage:0,77;MaxVoltage:9,91;MinVoltage:0,08;Ampere:1,26;MaxAmpere:26,17;MinAmpere:0,22;Temperature:0,43;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:48:37: Voltage:0,24;MaxVoltage:9,91;MinVoltage:0,08;Ampere:0,63;MaxAmpere:26,17;MinAmpere:0,22;Temperature:0,12;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:48:39: Voltage:0,1;MaxVoltage:9,91;MinVoltage:0,08;Ampere:0,34;MaxAmpere:26,17;MinAmpere:0,21;Temperature:0,32;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:48:41: Voltage:0,37;MaxVoltage:9,91;MinVoltage:0,08;Ampere:1,42;MaxAmpere:26,17;MinAmpere:0,21;Temperature:0,72;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:48:43: Voltage:1,01;MaxVoltage:9,91;MinVoltage:0,08;Ampere:3,03;MaxAmpere:26,17;MinAmpere:0,21;Temperature:1,43;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:48:45: Voltage:1,77;MaxVoltage:9,91;MinVoltage:0,08;Ampere:5,7;MaxAmpere:26,17;MinAmpere:0,21;Temperature:2,44;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:48:47: Voltage:2,86;MaxVoltage:9,91;MinVoltage:0,08;Ampere:8,56;MaxAmpere:26,17;MinAmpere:0,21;Temperature:3,75;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:48:49: Voltage:4,12;MaxVoltage:9,91;MinVoltage:0,08;Ampere:11,96;MaxAmpere:26,17;MinAmpere:0,21;Temperature:4,97;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:48:51: Voltage:5,4;MaxVoltage:9,91;MinVoltage:0,08;Ampere:15,66;MaxAmpere:26,17;MinAmpere:0,21;Temperature:6,25;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:48:53: Voltage:6,69;MaxVoltage:9,91;MinVoltage:0,08;Ampere:18,72;MaxAmpere:26,17;MinAmpere:0,21;Temperature:7,5;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:48:55: Voltage:7,81;MaxVoltage:9,91;MinVoltage:0,08;Ampere:21,71;MaxAmpere:26,17;MinAmpere:0,21;Temperature:8,53;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:48:57: Voltage:8,84;MaxVoltage:9,91;MinVoltage:0,08;Ampere:24;MaxAmpere:26,17;MinAmpere:0,21;Temperature:9,32;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:48:59: Voltage:9,41;MaxVoltage:9,91;MinVoltage:0,08;Ampere:25,3;MaxAmpere:26,17;MinAmpere:0,21;Temperature:9,67;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:49:01: Voltage:9,82;MaxVoltage:9,91;MinVoltage:0,08;Ampere:25,96;MaxAmpere:26,17;MinAmpere:0,21;Temperature:9,87;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:49:03: Voltage:9,78;MaxVoltage:9,91;MinVoltage:0,08;Ampere:25,73;MaxAmpere:26,17;MinAmpere:0,21;Temperature:9,59;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:49:05: Voltage:9,43;MaxVoltage:9,91;MinVoltage:0,08;Ampere:24,32;MaxAmpere:26,17;MinAmpere:0,21;Temperature:9,08;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:49:07: Voltage:8,78;MaxVoltage:9,91;MinVoltage:0,08;Ampere:22,16;MaxAmpere:26,17;MinAmpere:0,21;Temperature:8,07;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:49:09: Voltage:7,78;MaxVoltage:9,91;MinVoltage:0,08;Ampere:19,44;MaxAmpere:26,17;MinAmpere:0,21;Temperature:7,09;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:49:12: Voltage:6,68;MaxVoltage:9,91;MinVoltage:0,08;Ampere:16,4;MaxAmpere:26,17;MinAmpere:0,21;Temperature:5,83;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:49:14: Voltage:5,3;MaxVoltage:9,91;MinVoltage:0,08;Ampere:12,79;MaxAmpere:26,17;MinAmpere:0,21;Temperature:4,44;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:49:16: Voltage:4,02;MaxVoltage:9,91;MinVoltage:0,08;Ampere:9,38;MaxAmpere:26,17;MinAmpere:0,21;Temperature:3,16;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:49:18: Voltage:2,71;MaxVoltage:9,91;MinVoltage:0,08;Ampere:6,37;MaxAmpere:26,17;MinAmpere:0,21;Temperature:2,07;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:49:20: Voltage:1,73;MaxVoltage:9,91;MinVoltage:0,08;Ampere:3,62;MaxAmpere:26,17;MinAmpere:0,21;Temperature:1,07;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:49:22: Voltage:0,83;MaxVoltage:9,91;MinVoltage:0,08;Ampere:1,77;MaxAmpere:26,17;MinAmpere:0,21;Temperature:0,43;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:49:24: Voltage:0,37;MaxVoltage:9,91;MinVoltage:0,08;Ampere:0,64;MaxAmpere:26,17;MinAmpere:0,21;Temperature:0,16;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:49:26: Voltage:0,07;MaxVoltage:9,91;MinVoltage:0,07;Ampere:0,43;MaxAmpere:26,17;MinAmpere:0,21;Temperature:0,16;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:49:28: Voltage:0,26;MaxVoltage:9,91;MinVoltage:0,07;Ampere:1,07;MaxAmpere:26,17;MinAmpere:0,21;Temperature:0,65;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:49:30: Voltage:0,85;MaxVoltage:9,91;MinVoltage:0,07;Ampere:2,82;MaxAmpere:26,17;MinAmpere:0,21;Temperature:1,27;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:49:32: Voltage:1,68;MaxVoltage:9,91;MinVoltage:0,07;Ampere:5,08;MaxAmpere:26,17;MinAmpere:0,21;Temperature:2,27;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:49:34: Voltage:2,62;MaxVoltage:9,91;MinVoltage:0,07;Ampere:7,98;MaxAmpere:26,17;MinAmpere:0,21;Temperature:3,4;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:49:36: Voltage:3,89;MaxVoltage:9,91;MinVoltage:0,07;Ampere:11,47;MaxAmpere:26,17;MinAmpere:0,21;Temperature:4,67;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:49:38: Voltage:5,21;MaxVoltage:9,91;MinVoltage:0,07;Ampere:14,72;MaxAmpere:26,17;MinAmpere:0,21;Temperature:6;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:49:40: Voltage:6,5;MaxVoltage:9,91;MinVoltage:0,07;Ampere:18,27;MaxAmpere:26,17;MinAmpere:0,21;Temperature:7,28;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:49:42: Voltage:7,62;MaxVoltage:9,91;MinVoltage:0,07;Ampere:21,21;MaxAmpere:26,17;MinAmpere:0,21;Temperature:8,38;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:49:44: Voltage:8,71;MaxVoltage:9,91;MinVoltage:0,07;Ampere:23,68;MaxAmpere:26,17;MinAmpere:0,21;Temperature:9,17;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:49:46: Voltage:9,35;MaxVoltage:9,91;MinVoltage:0,07;Ampere:25,24;MaxAmpere:26,17;MinAmpere:0,21;Temperature:9,73;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:49:48: Voltage:9,79;MaxVoltage:9,91;MinVoltage:0,07;Ampere:25,95;MaxAmpere:26,17;MinAmpere:0,21;Temperature:9,81;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:49:50: Voltage:9,88;MaxVoltage:9,91;MinVoltage:0,07;Ampere:25,64;MaxAmpere:26,17;MinAmpere:0,21;Temperature:9,62;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:49:52: Voltage:9,51;MaxVoltage:9,91;MinVoltage:0,07;Ampere:24,62;MaxAmpere:26,17;MinAmpere:0,21;Temperature:9,09;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:49:54: Voltage:8,9;MaxVoltage:9,91;MinVoltage:0,07;Ampere:22,8;MaxAmpere:26,17;MinAmpere:0,21;Temperature:8,32;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:49:56: Voltage:7,98;MaxVoltage:9,91;MinVoltage:0,07;Ampere:20,3;MaxAmpere:26,17;MinAmpere:0,21;Temperature:7,26;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:49:58: Voltage:6,83;MaxVoltage:9,91;MinVoltage:0,07;Ampere:17,13;MaxAmpere:26,17;MinAmpere:0,21;Temperature:6,05;MaxTemperature:9,92;MinTemperature:0,07
