18.07.2023 04:54:55: Voltage:4,92;MaxVoltage:4,92;MinVoltage:4,92;Ampere:14,32;MaxAmpere:14,32;MinAmpere:14,32;Temperature:5,79;MaxTemperature:5,79;MinTemperature:5,79
18.07.2023 04:55:17: Voltage:5,77;MaxVoltage:9,91;MinVoltage:4,92;Ampere:14,27;MaxAmpere:26,13;MinAmpere:14,26;Temperature:4,91;MaxTemperature:9,91;MinTemperature:4,91
18.07.2023 04:55:19: Voltage:4,52;MaxVoltage:9,91;MinVoltage:4,5;Ampere:10,56;MaxAmpere:26,13;MinAmpere:10,56;Temperature:3,67;MaxTemperature:9,91;MinTemperature:3,67
18.07.2023 04:55:21: Voltage:3,18;MaxVoltage:9,91;MinVoltage:3,18;Ampere:7,39;MaxAmpere:26,13;MinAmpere:7,39;Temperature:2,45;MaxTemperature:9,91;MinTemperature:2,45
18.07.2023 04:55:23: Voltage:2,12;MaxVoltage:9,91;MinVoltage:2,04;Ampere:4,56;MaxAmpere:26,13;MinAmpere:4,56;Temperature:1,48;MaxTemperature:9,91;MinTemperature:1,44
18.07.2023 04:55:25: Voltage:1,16;MaxVoltage:9,91;MinVoltage:1,1;Ampere:2,41;MaxAmpere:26,13;MinAmpere:2,32;Temperature:0,72;MaxTemperature:9,91;MinTemperature:0,69
18.07.2023 04:55:27: Voltage:0,54;MaxVoltage:9,91;MinVoltage:0,54;Ampere:1,08;MaxAmpere:26,13;MinAmpere:0,92;Temperature:0,28;MaxTemperature:9,91;MinTemperature:0,21
18.07.2023 04:55:29: Voltage:0,22;MaxVoltage:9,91;MinVoltage:0,15;Ampere:0,35;MaxAmpere:26,13;MinAmpere:0,28;Temperature:0,16;MaxTemperature:9,91;MinTemperature:0,08
18.07.2023 04:55:31: Voltage:0,28;MaxVoltage:9,91;MinVoltage:0,08;Ampere:0,61;MaxAmpere:26,13;MinAmpere:0,21;Temperature:0,47;MaxTemperature:9,91;MinTemperature:0,08
18.07.2023 04:55:33: Voltage:0,64;MaxVoltage:9,91;MinVoltage:0,08;Ampere:2,02;MaxAmpere:26,13;MinAmpere:0,21;Temperature:1,05;MaxTemperature:9,91;MinTemperature:0,08
18.07.2023 04:55:35: Voltage:1,31;MaxVoltage:9,91;MinVoltage:0,08;Ampere:4,07;MaxAmpere:26,13;MinAmpere:0,21;Temperature:1,87;MaxTemperature:9,91;MinTemperature:0,08
18.07.2023 04:55:37: Voltage:2,24;MaxVoltage:9,91;MinVoltage:0,08;Ampere:6,74;MaxAmpere:26,13;MinAmpere:0,21;Temperature:2,98;MaxTemperature:9,91;MinTemperature:0,08
18.07.2023 04:55:39: Voltage:3,45;MaxVoltage:9,91;MinVoltage:0,08;Ampere:10,13;MaxAmpere:26,13;MinAmpere:0,21;Temperature:4,21;MaxTemperature:9,91;MinTemperature:0,08
18.07.2023 04:55:41: Voltage:4,66;MaxVoltage:9,91;MinVoltage:0,08;Ampere:13,5;MaxAmpere:26,13;MinAmpere:0,21;Temperature:5,51;MaxTemperature:9,91;MinTemperature:0,08
18.07.2023 04:55:43: Voltage:6,03;MaxVoltage:9,91;MinVoltage:0,08;Am18.07.2023 04:56:04: Voltage:4,92;MaxVoltage:4,92;MinVoltage:4,92;Ampere:14,32;MaxAmpere:14,32;MinAmpere:14,32;Temperature:5,79;MaxTemperature:5,79;MinTemperature:5,79
18.07.2023 04:56:06: Voltage:6,3;MaxVoltage:6,3;MinVoltage:4,92;Ampere:17,58;MaxAmpere:17,58;MinAmpere:14,32;Temperature:7,04;MaxTemperature:7,04;MinTemperature:5,79
18.07.2023 04:56:08: Voltage:7,52;MaxVoltage:7,52;MinVoltage:4,92;Ampere:20,48;MaxAmpere:20,61;MinAmpere:14,32;Temperature:8,19;MaxTemperature:8,19;MinTemperature:5,79
18.07.2023 04:56:10: Voltage:8,48;MaxVoltage:8,52;MinVoltage:4,92;Ampere:23,02;MaxAmpere:23,24;MinAmpere:14,32;Temperature:9,08;MaxTemperature:9,08;MinTemperature:5,79
18.07.2023 04:56:12: Voltage:9,2;MaxVoltage:9,25;MinVoltage:4,92;Ampere:24,84;MaxAmpere:25,09;MinAmpere:14,32;Temperature:9,54;MaxTemperature:9,6;MinTemperature:5,79
18.07.2023 04:56:14: Voltage:9,67;MaxVoltage:9,77;MinVoltage:4,92;Ampere:25,78;MaxAmpere:25,95;MinAmpere:14,32;Temperature:9,87;MaxTemperature:9,89;MinTemperature:5,79
18.07.2023 04:56:17: Voltage:9,8;MaxVoltage:9,91;MinVoltage:4,92;Ampere:26,04;MaxAmpere:26,13;MinAmpere:14,32;Temperature:9,77;MaxTemperature:9,91;MinTemperature:5,79
18.07.2023 04:56:19: Voltage:9,6;MaxVoltage:9,91;MinVoltage:4,92;Ampere:24,81;MaxAmpere:26,13;MinAmpere:14,32;Temperature:9,33;MaxTemperature:9,91;MinTemperature:5,79
18.07.2023 04:56:21: Voltage:8,99;MaxVoltage:9,91;MinVoltage:4,92;Ampere:23,25;MaxAmpere:26,13;MinAmpere:14,32;Temperature:8,44;MaxTemperature:9,91;MinTemperature:5,79
18.07.2023 04:56:23: Voltage:8,18;MaxVoltage:9,91;MinVoltage:4,92;Ampere:20,86;MaxAmpere:26,13;MinAmpere:14,32;Temperature:7,53;MaxTemperature:9,91;MinTemperature:5,79
18.07.2023 04:56:25: Voltage:7,02;MaxVoltage:9,91;MinVoltage:4,92;Ampere:17,74;MaxAmpere:26,13;MinAmpere:14,32;Temperature:6,23;MaxTemperature:9,91;MinTemperature:5,79
18.07.2023 04:56:27: Voltage:5,77;MaxVoltage:9,91;MinVoltage:4,92;Ampere:14,26;MaxAmpere:26,13;MinAmpere:14,26;Temperature:5,04;MaxTemperature:9,91;MinTemperature:4,99
18.07.2023 04:56:29: Voltage:4,5;MaxVoltage:9,91;MinVoltage:4,5;Ampere:11,05;MaxAmpere:26,13;MinAmpere:10,78;Temperature:3,77;MaxTemperature:9,91;MinTemperature:3,74
18.07.2023 04:56:31: Voltage:3,2;MaxVoltage:9,91;MinVoltage:3,2;Ampere:7,45;MaxAmpere:26,13;MinAmpere:7,45;Temperature:2,48;MaxTemperature:9,91;MinTemperature:2,48
18.07.2023 04:56:33: Voltage:2,05;MaxVoltage:9,91;MinVoltage:2,05;Ampere:4,91;MaxAmpere:26,13;MinAmpere:4,71;Temperature:1,44;MaxTemperature:9,91;MinTemperature:1,44
18.07.2023 04:56:35: Voltage:1,26;MaxVoltage:9,91;MinVoltage:1,17;Ampere:2,32;MaxAmpere:26,13;MinAmpere:2,32;Temperature:0,74;MaxTemperature:9,91;MinTemperature:0,69
18.07.2023 04:56:37: Voltage:0,59;MaxVoltage:9,91;MinVoltage:0,57;Ampere:1,04;MaxAmpere:26,13;MinAmpere:0,92;Temperature:0,21;MaxTemperature:9,91;MinTemperature:0,21
18.07.2023 04:56:39: Voltage:0,15;MaxVoltage:9,91;MinVoltage:0,15;Ampere:0,45;MaxAmpere:26,13;MinAmpere:0,28;Temperature:0,2;MaxTemperature:9,91;MinTemperature:0,08
18.07.2023 04:56:41: Voltage:0,27;MaxVoltage:9,91;MinVoltage:0,08;Ampere:0,58;MaxAmpere:26,13;MinAmpere:0,21;Temperature:0,34;MaxTemperature:9,91;MinTemperature:0,08
18.07.2023 04:56:43: Voltage:0,54;MaxVoltage:9,91;MinVoltage:0,08;Ampere:1,83;MaxAmpere:26,13;MinAmpere:0,21;Temperature:0,9;MaxTemperature:9,91;MinTemperature:0,08
18.07.2023 04:56:45: Voltage:1,2;MaxVoltage:9,91;MinVoltage:0,08;Ampere:4,13;MaxAmpere:26,13;MinAmpere:0,21;Temperature:1,81;MaxTemperature:9,91;MinTemperature:0,08
18.07.2023 04:56:47: Voltage:2,23;MaxVoltage:9,91;MinVoltage:0,08;Ampere:6,68;MaxAmpere:26,13;MinAmpere:0,21;Temperature:2,96;MaxTemperature:9,91;MinTemperature:0,08
18.07.2023 04:56:49: Voltage:3,42;MaxVoltage:9,91;MinVoltage:0,08;Ampere:10,09;MaxAmpere:26,13;MinAmpere:0,21;Temperature:4,17;MaxTemperature:9,91;MinTemperature:0,08
18.07.2023 04:56:51: Voltage:4,62;MaxVoltage:9,91;MinVoltage:0,08;Ampere:13,44;MaxAmpere:26,13;MinAmpere:0,21;Temperature:5,55;MaxTemperature:9,91;MinTemperature:0,08
18.07.2023 04:56:53: Voltage:5,89;MaxVoltage:9,91;MinVoltage:0,08;Ampere:18.07.2023 05:00:34: Voltage:4,92;MaxVoltage:4,92;MinVoltage:4,92;Ampere:14,32;MaxAmpere:14,32;MinAmpere:14,32;Temperature:5,79;MaxTemperature:5,79;MinTemperature:5,79
18.07.2023 05:00:36: Voltage:6,3;MaxVoltage:6,3;MinVoltage:4,92;Ampere:17,58;MaxAmpere:17,58;MinAmpere:14,32;Temperature:7,04;MaxTemperature:7,04;MinTemperature:5,79
18.07.2023 05:00:38: Voltage:7,52;MaxVoltage:7,52;MinVoltage:4,92;Ampere:20,48;MaxAmpere:20,61;MinAmpere:14,32;Temperature:8,19;MaxTemperature:8,19;MinTemperature:5,79
18.07.2023 05:00:40: Voltage:8,48;MaxVoltage:8,52;MinVoltage:4,92;Ampere:23,02;MaxAmpere:23,24;MinAmpere:14,32;Temperature:9,08;MaxTemperature:9,08;MinTemperature:5,79
18.07.2023 05:00:42: Voltage:9,2;MaxVoltage:9,25;MinVoltage:4,92;Ampere:24,84;MaxAmpere:25,09;MinAmpere:14,32;Temperature:9,54;MaxTemperature:9,6;MinTemperature:5,79
18.07.2023 05:00:44: Voltage:9,67;MaxVoltage:9,77;MinVoltage:4,92;Ampere:25,78;MaxAmpere:25,95;MinAmpere:14,32;Temperature:9,87;MaxTemperature:9,89;MinTemperature:5,79
18.07.2023 05:00:46: Voltage:9,8;MaxVoltage:9,91;MinVoltage:4,92;Ampere:26,04;MaxAmpere:26,13;MinAmpere:14,32;Temperature:9,77;MaxTemperature:9,91;MinTemperature:5,79
18.07.2023 05:00:48: Voltage:9,6;MaxVoltage:9,91;MinVoltage:4,92;Ampere:24,81;MaxAmpere:26,13;MinAmpere:14,32;Temperature:9,33;MaxTemperature:9,91;MinTemperature:5,79
18.07.2023 05:00:50: Voltage:8,99;MaxVoltage:9,91;MinVoltage:4,92;Ampere:23,25;MaxAmpere:26,13;MinAmpere:14,32;Temperature:8,44;MaxTemperature:9,91;MinTemperature:5,79
18.07.2023 05:00:52: Voltage:8,18;MaxVoltage:9,91;MinVoltage:4,92;Ampere:20,86;MaxAmpere:26,13;MinAmpere:14,32;Temperature:7,53;MaxTemperature:9,91;MinTemperature:5,79
18.07.2023 05:00:54: Voltage:7,02;MaxVoltage:9,91;MinVoltage:4,92;Ampere:17,74;MaxAmpere:26,13;MinAmpere:14,32;Temperature:6,23;MaxTemperature:9,91;MinTemperature:5,79
18.07.2023 05:00:56: Voltage:5,77;MaxVoltage:9,91;MinVoltage:4,92;Ampere:14,26;MaxAmpere:26,13;MinAmpere:14,26;Temperature:5,04;MaxTemperature:9,91;MinTemperature:4,99
18.07.2023 05:00:58: Voltage:4,5;MaxVoltage:9,91;MinVoltage:4,5;Ampere:11,05;MaxAmpere:26,13;MinAmpere:10,78;Temperature:3,77;MaxTemperature:9,91;MinTemperature:3,74
18.07.2023 05:01:00: Voltage:3,2;MaxVoltage:9,91;MinVoltage:3,2;Ampere:7,45;MaxAmpere:26,13;MinAmpere:7,45;Temperature:2,48;MaxTemperature:9,91;MinTemperature:2,48
18.07.2023 05:01:02: Voltage:2,05;MaxVoltage:9,91;MinVoltage:2,05;Ampere:4,91;MaxAmpere:26,13;MinAmpere:4,71;Temperature:1,44;MaxTemperature:9,91;MinTemperature:1,44
18.07.2023 05:01:04: Voltage:1,26;MaxVoltage:9,91;MinVoltage:1,17;Ampere:2,32;MaxAmpere:26,13;MinAmpere:2,32;Temperature:0,74;MaxTemperature:9,91;MinTemperature:0,69
18.07.2023 05:01:06: Voltage:0,59;MaxVoltage:9,91;MinVoltage:0,57;Ampere:1,04;MaxAmpere:26,13;MinAmpere:0,92;Temperature:0,21;MaxTemperature:9,91;MinTemperature:0,21
18.07.2023 05:01:08: Voltage:0,15;MaxVoltage:9,91;MinVoltage:0,15;Ampere:0,45;MaxAmpere:26,13;MinAmpere:0,28;Temperature:0,2;MaxTemperature:9,91;MinTemperature:0,08
18.07.2023 05:01:10: Voltage:0,27;MaxVoltage:9,91;MinVoltage:0,08;Ampere:0,58;MaxAmpere:26,13;MinAmpere:0,21;Temperature:0,34;MaxTemperature:9,91;MinTemperature:0,08
18.07.2023 05:01:12: Voltage:0,54;MaxVoltage:9,91;MinVoltage:0,08;Ampere:1,83;MaxAmpere:26,13;MinAmpere:0,21;Temperature:0,9;MaxTemperature:9,91;MinTemperature:0,08
18.07.2023 05:01:14: Voltage:1,2;MaxVoltage:9,91;MinVoltage:0,08;Ampere:4,13;MaxAmpere:26,13;MinAmpere:0,21;Temperature:1,81;MaxTemperature:9,91;MinTemperature:0,08
18.07.2023 05:01:16: Voltage:2,23;MaxVoltage:9,91;MinVoltage:0,08;Ampere:6,68;MaxAmpere:26,13;MinAmpere:0,21;Temperature:2,96;MaxTemperature:9,91;MinTemperature:0,08
18.07.2023 05:01:18: Voltage:3,31;MaxVoltage:9,91;MinVoltage:0,08;Ampere:9,84;MaxAmpere:26,13;MinAmpere:0,21;Temperature:4,18;MaxTemperature:9,91;MinTemperature:0,08
18.07.2023 05:01:20: Voltage:4,71;MaxVoltage:9,91;MinVoltage:0,08;Ampere:13,33;MaxAmpere:26,13;MinAmpere:0,21;Temperature:5,5;MaxTemperature:9,91;MinTemperature:0,08
18.07.2023 05:01:22: Voltage:5,92;MaxVoltage:9,91;MinVoltage:0,08;Ampere:1718.07.2023 05:09:20: 
18.07.2023 05:09:22: Voltage:0,01;MaxVoltage:0,01;MinVoltage:0;Ampere:0;MaxAmpere:0,03;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 05:09:24: Voltage:0;MaxVoltage:0,02;MinVoltage:0;Ampere:0,03;MaxAmpere:0,04;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 05:09:26: Voltage:0;MaxVoltage:0,02;MinVoltage:0;Ampere:0,01;MaxAmpere:0,04;MinAmpere:0;Temperature:0,01;MaxTemperature:0,02;MinTemperature:0
18.07.2023 05:09:28: Voltage:0;MaxVoltage:0,02;MinVoltage:0;Ampere:0,01;MaxAmpere:0,04;MinAmpere:0;Temperature:0,01;MaxTemperature:0,02;MinTemperature:0
18.07.2023 05:09:30: Voltage:0,01;MaxVoltage:0,02;MinVoltage:0;Ampere:0;MaxAmpere:0,04;MinAmpere:0;Temperature:0,01;MaxTemperature:0,02;MinTemperature:0
18.07.2023 05:09:32: Voltage:0;MaxVoltage:0,02;MinVoltage:0;Ampere:0;MaxAmpere:0,04;MinAmpere:0;Temperature:0,01;MaxTemperature:0,02;MinTemperature:0
18.07.2023 05:09:34: Voltage:0,01;MaxVoltage:0,02;MinVoltage:0;Ampere:0,03;MaxAmpere:0,04;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 05:09:36: Voltage:0;MaxVoltage:0,02;MinVoltage:0;Ampere:0;MaxAmpere:0,04;MinAmpere:0;Temperature:0,01;MaxTemperature:0,02;MinTemperature:0
18.07.2023 05:09:38: Voltage:0;MaxVoltage:0,02;MinVoltage:0;Ampere:0,04;MaxAmpere:0,04;MinAmpere:0;Temperature:0,01;MaxTemperature:0,02;MinTemperature:0
18.07.2023 05:09:40: Voltage:0;MaxVoltage:0,02;MinVoltage:0;Ampere:0,01;MaxAmpere:0,04;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 05:09:42: Voltage:0;MaxVoltage:0,02;MinVoltage:0;Ampere:0;MaxAmpere:0,04;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 05:09:44: Voltage:0;MaxVoltage:0,02;MinVoltage:0;Ampere:0;MaxAmpere:0,04;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 05:09:46: Voltage:0,02;MaxVoltage:0,02;MinVoltage:0;Ampere:0,01;MaxAmpere:0,04;MinAmpere:0;Temperature:0,01;MaxTemperature:0,02;MinTemperature:0
18.07.2023 05:09:48: Voltage:0,01;MaxVoltage:0,02;MinVoltage:0;Ampere:0;MaxAmpere:0,04;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 05:09:50: Voltage:0,01;MaxVoltage:0,02;MinVoltage:0;Ampere:0,01;MaxAmpere:0,04;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 05:09:52: Voltage:0,01;MaxVoltage:0,02;MinVoltage:0;Ampere:0,03;MaxAmpere:0,04;MinAmpere:0;Temperature:0,01;MaxTemperature:0,02;MinTemperature:0
18.07.2023 05:09:54: Voltage:0,01;MaxVoltage:0,02;MinVoltage:0;Ampere:0;MaxAmpere:0,04;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 05:09:56: Voltage:0;MaxVoltage:0,02;MinVoltage:0;Ampere:0,01;MaxAmpere:0,04;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 05:09:58: Voltage:0,02;MaxVoltage:0,02;MinVoltage:0;Ampere:0;MaxAmpere:0,04;MinAmpere:0;Temperature:0,01;MaxTemperature:0,02;MinTemperature:0
18.07.2023 05:10:00: Voltage:0;MaxVoltage:0,02;MinVoltage:0;Ampere:0,01;MaxAmpere:0,04;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 05:10:02: Voltage:0,02;MaxVoltage:0,02;MinVoltage:0;Ampere:0;MaxAmpere:0,04;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 05:10:04: Voltage:0,02;MaxVoltage:0,02;MinVoltage:0;Ampere:0,01;MaxAmpere:0,04;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 05:10:06: Voltage:0,01;MaxVoltage:0,02;MinVoltage:0;Ampere:0,03;MaxAmpere:0,04;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 05:10:08: Voltage:0,01;MaxVoltage:0,02;MinVoltage:0;Ampere:0,01;MaxAmpere:0,04;MinAmpere:0;Temperature:0,01;MaxTemperature:0,02;MinTemperature:0
18.07.2023 05:10:10: Voltage:0;MaxVoltage:0,02;MinVoltage:0;Ampere:0;MaxAmpere:0,04;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 05:10:12: Voltage:0;MaxVoltage:0,02;MinVoltage:0;Ampere:0,01;MaxAmpere:0,04;MinAmpere:0;Temperature:0,01;MaxTemperature:0,02;MinTemperature:0
18.07.2023 05:10:14: Voltage:0;MaxVoltage:0,02;MinVoltage:0;Ampere:0;MaxAmpere:0,05;MinAmpere:0;Temperature:0,01;MaxTemperature:0,02;MinTemperature:0
18.07.2023 05:10:16: Voltage:0,01;MaxVoltage:0,02;MinVoltage:0;Ampere:0,01;MaxAmpere:0,05;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 05:10:18: Voltage:0;MaxVoltage:0,02;MinVoltage:0;Ampere:0;MaxAmpere:0,05;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 05:10:20: Voltage:0,02;MaxVoltage:0,02;MinVoltage:0;Ampere:0;MaxAmpere:0,05;MinAmpere:0;Temperature:0,01;MaxTemperature:0,02;MinTemperature:0
18.07.2023 05:10:22: Voltage:0,01;MaxVoltage:0,02;MinVoltage:0;Ampere:0;MaxAmpere:0,05;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 05:10:24: Voltage:0;MaxVoltage:0,02;MinVoltage:0;Ampere:0;MaxAmpere:0,05;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 05:10:26: Voltage:0,01;MaxVoltage:0,02;MinVoltage:0;Ampere:0,01;MaxAmpere:0,05;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 05:10:28: Voltage:0,01;MaxVoltage:0,02;MinVoltage:0;Ampere:0,03;MaxAmpere:0,05;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 05:10:30: Voltage:0;MaxVoltage:0,02;MinVoltage:0;Ampere:0,03;MaxAmpere:0,05;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 05:10:32: Voltage:0;MaxVoltage:0,02;MinVoltage:0;Ampere:0,01;MaxAmpere:0,05;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 05:10:34: Voltage:0;MaxVoltage:0,02;MinVoltage:0;Ampere:0,01;MaxAmpere:0,05;MinAmpere:0;Temperature:0,01;MaxTemperature:0,02;MinTemperature:0
18.07.2023 05:10:36: Voltage:0,01;MaxVoltage:0,02;MinVoltage:0;Ampere:0,03;MaxAmpere:0,05;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 05:10:38: Voltage:0,02;MaxVoltage:0,02;MinVoltage:0;Ampere:0;MaxAmpere:0,05;MinAmpere:0;Temperature:0,01;MaxTemperature:0,02;MinTemperature:0
18.07.2023 05:10:40: Voltage:0;MaxVoltage:0,02;MinVoltage:0;Ampere:0;MaxAmpere:0,05;MinAmpere:0;Temperature:0,01;MaxTemperature:0,02;MinTemperature:0
18.07.2023 05:10:42: Voltage:0,01;MaxVoltage:0,02;MinVoltage:0;Ampere:0,01;MaxAmpere:0,05;MinAmpere:0;Temperature:0,02;MaxTemperature:0,02;MinTemperature:0
18.07.2023 05:10:44: Voltage:0;MaxVoltage:0,02;MinVoltage:0;Ampere:0,03;MaxAmpere:0,05;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 05:10:46: Voltage:0,01;MaxVoltage:0,02;MinVoltage:0;Ampere:0;MaxAmpere:0,05;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 05:10:48: Voltage:0,01;MaxVoltage:0,02;MinVoltage:0;Ampere:0;MaxAmpere:0,05;MinAmpere:0;Temperature:0,01;MaxTemperature:0,02;MinTemperature:0
18.07.2023 05:10:50: Voltage:0,01;MaxVoltage:0,02;MinVoltage:0;Ampere:0,01;MaxAmpere:0,05;MinAmpere:0;Temperature:0,01;MaxTemperature:0,02;MinTemperature:0
18.07.2023 05:10:52: Voltage:0;MaxVoltage:0,02;MinVoltage:0;Ampere:0;MaxAmpere:0,05;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 05:10:55: Voltage:0,02;MaxVoltage:0,02;MinVoltage:0;Ampere:0;MaxAmpere:0,05;MinAmpere:0;Temperature:0,01;MaxTemperature:0,02;MinTemperature:0
18.07.2023 05:10:57: Voltage:0;MaxVoltage:0,02;MinVoltage:0;Ampere:0,01;MaxAmpere:0,05;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 05:10:59: Voltage:0;MaxVoltage:0,02;MinVoltage:0;Ampere:0,01;MaxAmpere:0,05;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 05:11:01: Voltage:0,01;MaxVoltage:0,02;MinVoltage:0;Ampere:0,01;MaxAmpere:0,05;MinAmpere:0;Temperature:0,01;MaxTemperature:0,02;MinTemperature:0
18.07.2023 05:11:03: Voltage:0;MaxVoltage:0,02;MinVoltage:0;Ampere:0,01;MaxAmpere:0,05;MinAmpere:0;Temperature:0,01;MaxTemperature:0,02;MinTemperature:0
18.07.2023 05:11:05: Voltage:0;MaxVoltage:0,02;MinVoltage:0;Ampere:0;MaxAmpere:0,05;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 05:11:07: Voltage:0;MaxVoltage:0,02;MinVoltage:0;Ampere:0,01;MaxAmpere:0,05;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
18.07.2023 05:11:09: Voltage:0,01;MaxVoltage:0,02;MinVoltage:0;Ampere:0,01;MaxAmpere:0,05;MinAmpere:0;Temperature:0,01;MaxTemperature:0,02;MinTemperature:0
18.07.2023 05:11:11: Voltage:0,02;MaxVoltage:0,02;MinVoltage:0;Ampere:0,01;MaxAmpere:0,05;MinAmpere:0;Temperature:0,01;MaxTemperature:0,02;MinTemperature:0
18.07.2023 05:11:13: Voltage:0,01;MaxVoltage:0,02;MinVoltage:0;Ampere:0;MaxAmpere:0,05;MinAmpere:0;Temperature:0,01;MaxTemperature:0,02;MinTemperature:0
18.07.2023 05:11:15: Voltage:0,02;MaxVoltage:0,02;MinVoltage:0;Ampere:0,01;MaxAmpere:0,05;MinAmpere:0;Temperature:0,01;MaxTemperature:0,02;MinTemperature:0
18.07.2023 05:11:17: Voltage:0,02;MaxVoltage:0,02;MinVoltage:0;Ampere:0,03;MaxAmpere:0,05;MinAmpere:0;Temperature:0;MaxTemperature:0,02;MinTemperature:0
